age,gender,income,education,marital_status,credit_score,loan_amount,employment_status,dependents,home_ownership,loan_purpose,loan_status
34,Female,53,Master,Single,770,39,Employed,2,Mortgage,Education,Rejected
27,Male,38,Master,Divorced,378,10,Self-Employed,4,Own,Car,Approved
18,Female,23,Master,Single,393,27,Retired,2,Own,Business,Rejected
39,Female,96,PhD,Married,342,15,Employed,2,Mortgage,Home,Rejected
43,Female,77,PhD,Divorced,431,15,Unemployed,2,Rent,Home,Rejected
35,Male,122,Bachelor,Married,376,37,Self-Employed,3,Rent,Education,Rejected
67,Female,86,PhD,Single,531,35,Unemployed,3,Mortgage,Business,Rejected
31,Male,135,Master,Married,338,3,Retired,1,Mortgage,Education,Rejected
64,Male,139,PhD,Divorced,450,29,Employed,2,Mortgage,Home,Approved
46,Male,41,Master,Widowed,718,4,Employed,3,Mortgage,Car,Rejected
29,Male,131,High School,Married,485,47,Unemployed,3,Rent,Home,Rejected
53,Female,94,PhD,Divorced,617,16,Employed,5,Mortgage,Home,Rejected
52,Female,51,Bachelor,Married,763,5,Unemployed,5,Mortgage,Home,Approved
69,Female,86,High School,Married,731,21,Unemployed,5,Rent,Education,Rejected
29,Male,23,High School,Widowed,434,40,Self-Employed,0,Own,Personal,Rejected
24,Female,49,PhD,Divorced,802,42,Retired,2,Own,Education,Approved
46,Male,32,PhD,Divorced,568,21,Employed,4,Rent,Personal,Rejected
28,Male,40,Bachelor,Divorced,736,2,Employed,5,Rent,Education,Approved
50,Male,60,High School,Single,797,14,Unemployed,0,Rent,Home,Approved
23,Female,140,Master,Married,850,5,Retired,3,Rent,Car,Rejected
64,Female,38,PhD,Widowed,639,7,Self-Employed,3,Mortgage,Business,Rejected
32,Male,67,High School,Divorced,541,11,Unemployed,3,Mortgage,Personal,Approved
49,Female,105,High School,Widowed,520,35,Retired,3,Rent,Education,Rejected
68,Female,82,Master,Single,660,30,Employed,4,Own,Car,Approved
28,Male,56,High School,Single,489,44,Self-Employed,1,Own,Business,Approved
40,Male,50,PhD,Widowed,712,46,Self-Employed,1,Rent,Car,Rejected
43,Female,93,Master,Divorced,628,1,Unemployed,2,Rent,Personal,Approved
51,Male,126,PhD,Widowed,521,16,Unemployed,5,Own,Personal,Approved
63,Male,122,Bachelor,Divorced,391,47,Self-Employed,3,Own,Business,Rejected
51,Female,129,High School,Divorced,739,1,Employed,2,Mortgage,Business,Rejected
46,Female,39,PhD,Single,405,22,Employed,4,Own,Personal,Rejected
21,Male,105,PhD,Widowed,544,13,Self-Employed,2,Own,Personal,Approved
34,Female,63,Bachelor,Single,604,27,Unemployed,1,Own,Home,Approved
52,Male,101,High School,Married,396,15,Unemployed,1,Own,Business,Approved
30,Male,83,PhD,Single,776,17,Employed,5,Mortgage,Business,Rejected
58,Female,141,Master,Divorced,565,9,Retired,1,Mortgage,Personal,Rejected
56,Male,106,PhD,Widowed,402,5,Retired,2,Mortgage,Education,Approved
32,Male,84,PhD,Married,553,23,Retired,3,Own,Home,Approved
46,Male,74,PhD,Married,754,44,Employed,0,Mortgage,Education,Approved
46,Female,93,PhD,Married,812,49,Self-Employed,1,Rent,Personal,Rejected
28,Female,136,High School,Married,792,43,Retired,2,Mortgage,Home,Approved
69,Female,148,PhD,Widowed,560,11,Employed,0,Own,Home,Rejected
49,Male,114,Bachelor,Divorced,334,24,Employed,1,Own,Personal,Rejected
19,Male,118,PhD,Married,680,8,Unemployed,1,Rent,Car,Approved
64,Female,131,Master,Divorced,696,47,Unemployed,4,Mortgage,Car,Rejected
31,Female,71,Master,Single,326,34,Employed,1,Rent,Business,Rejected
37,Female,52,PhD,Divorced,605,42,Unemployed,0,Own,Personal,Approved
39,Male,23,PhD,Married,464,31,Unemployed,0,Mortgage,Personal,Approved
28,Female,106,Bachelor,Single,557,22,Unemployed,3,Mortgage,Education,Rejected
44,Male,94,Bachelor,Single,401,14,Employed,0,Mortgage,Personal,Approved
20,Female,28,High School,Single,754,5,Retired,2,Rent,Car,Rejected
34,Male,83,High School,Married,492,17,Unemployed,2,Own,Personal,Rejected
61,Male,49,Master,Divorced,598,18,Employed,5,Mortgage,Education,Approved
45,Female,95,PhD,Widowed,320,19,Employed,5,Rent,Business,Rejected
46,Male,148,PhD,Divorced,344,7,Self-Employed,5,Rent,Home,Approved
38,Female,34,Bachelor,Married,779,26,Self-Employed,1,Mortgage,Business,Approved
64,Male,108,Bachelor,Married,795,25,Retired,3,Rent,Education,Rejected
33,Male,147,High School,Single,522,18,Self-Employed,1,Own,Personal,Approved
54,Female,45,High School,Divorced,598,44,Employed,3,Mortgage,Car,Rejected
37,Male,80,Master,Married,780,15,Self-Employed,4,Rent,Personal,Rejected
23,Female,142,Bachelor,Married,323,29,Unemployed,3,Rent,Home,Rejected
36,Female,86,PhD,Widowed,637,46,Self-Employed,4,Mortgage,Car,Approved
22,Female,45,Bachelor,Divorced,383,42,Employed,5,Rent,Business,Rejected
20,Male,102,Bachelor,Single,359,49,Retired,4,Own,Education,Rejected
18,Male,127,Bachelor,Single,587,1,Retired,1,Rent,Business,Rejected
55,Male,130,High School,Single,816,4,Retired,2,Own,Home,Approved
32,Female,79,PhD,Divorced,453,9,Retired,3,Mortgage,Home,Rejected
51,Female,58,PhD,Married,580,36,Unemployed,1,Mortgage,Personal,Rejected
52,Male,142,High School,Married,733,32,Unemployed,4,Rent,Personal,Rejected
66,Male,55,High School,Widowed,641,24,Unemployed,4,Own,Personal,Rejected
42,Female,40,PhD,Widowed,385,37,Self-Employed,0,Rent,Home,Rejected
41,Male,137,Master,Married,490,18,Self-Employed,0,Own,Car,Approved
29,Female,67,Bachelor,Married,551,15,Self-Employed,3,Mortgage,Business,Rejected
35,Male,45,PhD,Divorced,367,20,Retired,2,Mortgage,Business,Approved
32,Female,55,High School,Widowed,445,40,Retired,0,Mortgage,Education,Rejected
61,Male,147,PhD,Single,554,2,Self-Employed,5,Mortgage,Education,Approved
33,Male,34,Bachelor,Single,430,25,Unemployed,5,Own,Car,Rejected
44,Female,98,PhD,Single,676,13,Employed,4,Own,Personal,Rejected
25,Female,47,High School,Single,831,27,Self-Employed,1,Rent,Personal,Rejected
63,Female,139,Master,Married,498,13,Employed,2,Rent,Car,Rejected
42,Male,107,High School,Married,520,28,Unemployed,3,Rent,Business,Approved
34,Female,50,Master,Divorced,709,46,Employed,1,Rent,Personal,Approved
46,Female,66,Bachelor,Single,470,15,Retired,3,Rent,Business,Rejected
70,Male,53,High School,Married,444,29,Employed,1,Rent,Home,Rejected
25,Female,21,PhD,Married,787,21,Self-Employed,1,Mortgage,Education,Approved
32,Female,125,High School,Married,653,44,Self-Employed,2,Own,Personal,Approved
44,Female,113,High School,Single,480,31,Unemployed,3,Rent,Education,Rejected
63,Male,91,Bachelor,Married,460,23,Self-Employed,0,Own,Car,Rejected
67,Male,71,Master,Widowed,763,37,Employed,1,Mortgage,Home,Approved
69,Male,109,Master,Single,359,3,Retired,5,Own,Personal,Rejected
24,Female,111,PhD,Single,514,50,Employed,1,Mortgage,Personal,Rejected
20,Male,97,High School,Widowed,491,35,Employed,5,Own,Business,Approved
46,Female,144,Bachelor,Divorced,787,14,Employed,0,Mortgage,Education,Approved
61,Female,150,Master,Divorced,524,2,Self-Employed,2,Mortgage,Home,Rejected
70,Female,69,PhD,Single,691,50,Unemployed,2,Mortgage,Business,Rejected
41,Male,112,Master,Single,460,13,Self-Employed,2,Mortgage,Home,Rejected
20,Male,143,PhD,Single,754,2,Employed,4,Rent,Home,Approved
37,Female,73,Master,Widowed,410,12,Unemployed,4,Rent,Car,Rejected
63,Female,97,PhD,Married,358,27,Unemployed,2,Mortgage,Car,Rejected
32,Male,97,Master,Widowed,844,34,Employed,2,Own,Business,Rejected
42,Male,39,Master,Married,328,40,Employed,0,Own,Business,Approved
47,Male,110,High School,Married,484,5,Self-Employed,4,Rent,Business,Rejected
31,Female,118,PhD,Divorced,523,25,Unemployed,5,Own,Home,Rejected
24,Male,75,PhD,Widowed,656,11,Retired,3,Mortgage,Personal,Approved
34,Male,21,High School,Widowed,791,13,Unemployed,2,Mortgage,Car,Rejected
61,Male,124,High School,Single,413,28,Self-Employed,2,Own,Personal,Approved
37,Female,131,Master,Widowed,677,21,Employed,2,Rent,Education,Approved
53,Male,43,Master,Married,584,49,Unemployed,1,Rent,Car,Rejected
26,Female,128,Master,Married,396,48,Retired,4,Own,Education,Rejected
55,Female,87,High School,Widowed,423,26,Self-Employed,3,Rent,Education,Rejected
65,Female,133,Master,Divorced,455,27,Unemployed,1,Own,Business,Rejected
39,Male,103,High School,Divorced,409,26,Self-Employed,1,Own,Home,Approved
70,Male,68,Master,Single,352,15,Unemployed,3,Rent,Personal,Rejected
70,Male,51,High School,Single,473,50,Employed,3,Own,Education,Approved
19,Female,80,PhD,Married,613,6,Retired,3,Rent,Business,Rejected
41,Male,148,Bachelor,Widowed,689,4,Employed,3,Mortgage,Home,Approved
25,Female,121,Master,Married,344,4,Unemployed,5,Mortgage,Car,Rejected
28,Male,54,Master,Married,416,30,Retired,3,Rent,Education,Approved
30,Male,70,High School,Widowed,421,13,Unemployed,5,Own,Business,Approved
34,Male,64,PhD,Married,781,9,Unemployed,2,Mortgage,Business,Approved
25,Male,96,PhD,Married,469,42,Retired,5,Own,Business,Approved
38,Female,132,Master,Divorced,699,14,Retired,5,Mortgage,Car,Rejected
35,Female,84,High School,Single,799,28,Self-Employed,3,Rent,Home,Rejected
47,Female,33,High School,Divorced,373,40,Retired,3,Own,Personal,Rejected
35,Female,112,Bachelor,Single,448,3,Employed,4,Rent,Personal,Rejected
63,Male,150,PhD,Single,836,41,Retired,2,Own,Education,Approved
64,Female,43,Bachelor,Single,360,29,Retired,1,Mortgage,Home,Rejected
48,Female,84,PhD,Divorced,353,33,Self-Employed,2,Rent,Education,Rejected
55,Female,32,Master,Widowed,522,15,Employed,0,Mortgage,Personal,Rejected
49,Male,119,Master,Married,772,47,Employed,3,Own,Car,Approved
28,Female,118,High School,Widowed,615,39,Retired,1,Own,Home,Approved
62,Female,74,High School,Widowed,469,15,Retired,0,Rent,Home,Rejected
42,Male,82,High School,Single,331,7,Self-Employed,5,Mortgage,Education,Approved
50,Male,90,PhD,Single,352,45,Employed,1,Rent,Education,Rejected
55,Female,118,High School,Divorced,438,12,Employed,2,Mortgage,Car,Rejected
58,Female,85,Master,Divorced,673,50,Unemployed,5,Mortgage,Home,Approved
25,Male,98,Bachelor,Married,346,39,Self-Employed,0,Own,Personal,Approved
28,Female,92,Master,Widowed,389,7,Self-Employed,5,Own,Personal,Rejected
39,Male,66,Master,Widowed,335,47,Retired,5,Rent,Business,Rejected
68,Female,100,Master,Married,524,41,Employed,5,Own,Personal,Rejected
41,Female,145,Bachelor,Single,568,6,Retired,3,Own,Business,Rejected
58,Female,71,Master,Divorced,485,26,Self-Employed,3,Rent,Business,Rejected
34,Female,42,PhD,Married,670,9,Employed,0,Rent,Education,Approved
29,Female,40,PhD,Widowed,534,24,Employed,2,Rent,Personal,Rejected
63,Male,83,Bachelor,Married,421,30,Self-Employed,0,Mortgage,Business,Approved
49,Male,91,PhD,Married,723,16,Employed,2,Mortgage,Personal,Approved
32,Female,149,High School,Widowed,688,48,Unemployed,1,Mortgage,Personal,Rejected
33,Female,88,PhD,Widowed,416,27,Self-Employed,2,Rent,Personal,Rejected
39,Female,87,Master,Divorced,765,33,Self-Employed,0,Own,Car,Approved
45,Male,147,PhD,Divorced,728,23,Employed,0,Mortgage,Business,Approved
37,Male,126,High School,Widowed,741,45,Self-Employed,1,Own,Personal,Rejected
50,Male,128,High School,Divorced,338,19,Retired,5,Mortgage,Education,Approved
27,Male,91,High School,Divorced,461,36,Self-Employed,0,Own,Car,Approved
57,Male,122,Master,Divorced,825,19,Retired,4,Mortgage,Business,Approved
49,Male,84,High School,Widowed,465,22,Unemployed,5,Own,Home,Rejected
67,Male,131,Master,Single,744,42,Unemployed,0,Mortgage,Business,Rejected
50,Male,98,High School,Single,742,45,Retired,4,Mortgage,Car,Approved
19,Female,145,Master,Divorced,630,33,Self-Employed,0,Mortgage,Education,Rejected
50,Male,140,Master,Single,634,45,Retired,0,Rent,Car,Rejected
50,Male,106,Master,Divorced,411,10,Employed,1,Mortgage,Personal,Rejected
58,Male,67,PhD,Single,438,47,Retired,5,Own,Car,Rejected
30,Male,107,High School,Single,465,32,Unemployed,4,Own,Home,Approved
47,Female,87,Master,Married,713,15,Unemployed,1,Mortgage,Home,Approved
50,Male,120,High School,Divorced,468,39,Retired,4,Own,Personal,Rejected
30,Female,36,PhD,Single,423,46,Unemployed,4,Mortgage,Personal,Rejected
69,Female,57,Bachelor,Single,849,8,Employed,3,Own,Home,Rejected
43,Female,73,High School,Married,397,25,Self-Employed,4,Mortgage,Education,Rejected
39,Male,71,High School,Single,359,18,Self-Employed,1,Mortgage,Car,Approved
56,Male,34,PhD,Married,318,15,Retired,1,Own,Home,Rejected
19,Male,87,Master,Single,423,26,Unemployed,2,Mortgage,Personal,Approved
55,Female,131,High School,Married,525,41,Self-Employed,5,Own,Personal,Rejected
56,Female,123,Bachelor,Married,623,44,Unemployed,5,Mortgage,Education,Rejected
43,Female,26,PhD,Widowed,316,21,Retired,5,Own,Business,Rejected
63,Female,70,Master,Divorced,379,22,Unemployed,0,Rent,Personal,Rejected
67,Male,77,High School,Widowed,755,46,Employed,3,Mortgage,Education,Rejected
32,Male,128,High School,Divorced,840,34,Employed,0,Mortgage,Home,Approved
51,Male,130,PhD,Single,677,37,Unemployed,1,Mortgage,Business,Rejected
59,Female,50,Master,Divorced,490,37,Employed,3,Rent,Home,Rejected
61,Female,111,Master,Widowed,790,14,Retired,4,Mortgage,Education,Rejected
66,Male,125,PhD,Divorced,704,4,Employed,5,Rent,Home,Approved
57,Male,32,High School,Widowed,571,24,Employed,1,Rent,Car,Approved
28,Female,138,High School,Divorced,729,2,Self-Employed,1,Rent,Education,Rejected
20,Male,134,Master,Single,819,1,Self-Employed,1,Own,Business,Approved
23,Male,76,Master,Single,683,2,Retired,1,Own,Personal,Approved
26,Female,145,Bachelor,Divorced,491,13,Employed,3,Mortgage,Home,Rejected
23,Female,73,Bachelor,Divorced,734,27,Self-Employed,0,Rent,Education,Rejected
26,Female,38,Bachelor,Single,362,17,Unemployed,0,Mortgage,Home,Rejected
56,Male,96,Master,Divorced,515,45,Unemployed,5,Own,Education,Approved
48,Female,88,Master,Married,433,17,Employed,4,Mortgage,Education,Rejected
49,Male,63,Master,Single,460,5,Retired,1,Rent,Business,Rejected
58,Male,57,High School,Single,557,24,Employed,5,Rent,Home,Approved
67,Female,81,PhD,Widowed,724,8,Self-Employed,1,Rent,Home,Rejected
29,Male,41,Master,Widowed,827,44,Employed,5,Rent,Education,Approved
25,Female,92,High School,Married,657,9,Employed,0,Mortgage,Car,Approved
25,Female,144,Master,Divorced,674,18,Unemployed,5,Rent,Personal,Approved
67,Male,24,PhD,Married,308,16,Unemployed,4,Own,Personal,Approved
45,Male,73,Master,Divorced,496,32,Self-Employed,5,Rent,Car,Approved
37,Female,105,High School,Widowed,416,40,Retired,2,Own,Business,Rejected
64,Female,22,Master,Divorced,309,39,Retired,3,Mortgage,Car,Rejected
24,Female,57,Master,Widowed,818,41,Self-Employed,5,Mortgage,Car,Rejected
28,Female,92,Master,Single,648,44,Self-Employed,5,Mortgage,Business,Approved
37,Female,57,Bachelor,Single,703,46,Employed,0,Mortgage,Education,Rejected
33,Female,144,Master,Divorced,303,32,Employed,3,Own,Home,Rejected
21,Male,89,High School,Widowed,627,42,Retired,0,Own,Personal,Rejected
23,Male,84,High School,Married,811,48,Employed,4,Rent,Personal,Rejected
39,Male,44,High School,Widowed,429,2,Employed,1,Rent,Personal,Approved
43,Male,35,Master,Widowed,783,38,Unemployed,2,Mortgage,Car,Rejected
20,Female,34,PhD,Widowed,657,43,Self-Employed,3,Mortgage,Education,Approved
58,Male,150,High School,Single,684,4,Self-Employed,2,Own,Education,Rejected
59,Male,56,Bachelor,Widowed,553,5,Unemployed,1,Own,Car,Rejected
31,Female,144,PhD,Divorced,466,37,Unemployed,0,Mortgage,Business,Rejected
28,Male,132,High School,Single,768,49,Employed,4,Mortgage,Business,Rejected
35,Female,20,Master,Single,792,37,Self-Employed,1,Own,Education,Rejected
29,Female,90,Bachelor,Single,637,26,Retired,2,Own,Car,Approved
40,Female,122,High School,Widowed,350,43,Self-Employed,2,Own,Personal,Rejected
29,Female,38,Bachelor,Married,355,9,Retired,2,Mortgage,Home,Rejected
30,Female,71,PhD,Widowed,372,15,Unemployed,0,Own,Education,Rejected
42,Male,137,High School,Widowed,351,24,Self-Employed,5,Own,Personal,Approved
62,Male,126,Master,Married,424,24,Unemployed,2,Rent,Education,Rejected
68,Male,74,Bachelor,Widowed,561,35,Self-Employed,0,Own,Home,Rejected
36,Female,33,High School,Divorced,847,48,Retired,2,Rent,Business,Approved
63,Male,32,PhD,Married,820,41,Unemployed,3,Rent,Education,Rejected
53,Male,103,PhD,Divorced,629,25,Employed,5,Mortgage,Car,Rejected
62,Male,109,High School,Divorced,622,26,Self-Employed,3,Mortgage,Business,Approved
25,Male,46,PhD,Single,540,23,Retired,5,Mortgage,Business,Rejected
46,Female,108,Bachelor,Single,584,6,Employed,1,Mortgage,Personal,Rejected
70,Male,60,Bachelor,Married,563,41,Unemployed,1,Own,Car,Approved
49,Female,67,Bachelor,Widowed,598,27,Self-Employed,5,Own,Education,Rejected
68,Female,31,Bachelor,Divorced,504,19,Self-Employed,4,Own,Education,Rejected
61,Male,25,PhD,Widowed,590,31,Employed,2,Rent,Car,Rejected
35,Female,60,High School,Divorced,510,38,Employed,2,Mortgage,Business,Rejected
23,Female,25,PhD,Single,665,43,Unemployed,0,Own,Education,Rejected
35,Female,149,PhD,Single,763,32,Employed,5,Own,Education,Approved
36,Female,34,High School,Single,621,2,Self-Employed,1,Mortgage,Education,Rejected
39,Female,35,High School,Married,657,18,Self-Employed,5,Rent,Home,Rejected
54,Female,104,Master,Divorced,393,28,Self-Employed,3,Rent,Car,Rejected
49,Female,29,Bachelor,Widowed,468,7,Self-Employed,0,Mortgage,Home,Rejected
58,Male,38,High School,Divorced,596,23,Employed,3,Mortgage,Home,Rejected
20,Male,87,PhD,Widowed,815,36,Employed,0,Own,Personal,Rejected
45,Female,61,Bachelor,Widowed,397,24,Retired,1,Rent,Education,Rejected
27,Female,103,Bachelor,Widowed,649,28,Unemployed,2,Mortgage,Home,Approved
68,Male,72,PhD,Divorced,700,25,Employed,5,Rent,Car,Rejected
52,Male,117,High School,Single,750,39,Unemployed,2,Rent,Personal,Rejected
46,Male,61,Bachelor,Married,774,49,Employed,1,Own,Personal,Approved
32,Male,49,Bachelor,Married,718,4,Retired,5,Own,Business,Approved
50,Female,28,Bachelor,Single,303,45,Employed,3,Mortgage,Business,Rejected
24,Female,53,Bachelor,Married,623,19,Self-Employed,4,Rent,Personal,Rejected
29,Male,107,Bachelor,Widowed,668,4,Employed,4,Own,Car,Approved
66,Male,69,PhD,Married,694,13,Unemployed,1,Own,Home,Approved
47,Male,95,High School,Divorced,418,1,Self-Employed,0,Rent,Business,Rejected
38,Male,65,High School,Single,489,34,Employed,2,Rent,Home,Rejected
48,Female,65,Bachelor,Single,715,7,Self-Employed,3,Rent,Car,Rejected
41,Male,145,Bachelor,Single,405,25,Self-Employed,4,Rent,Home,Rejected
37,Male,36,Bachelor,Single,464,23,Self-Employed,2,Own,Personal,Rejected
54,Male,85,PhD,Divorced,645,30,Retired,1,Own,Business,Rejected
21,Female,123,PhD,Widowed,397,49,Unemployed,2,Mortgage,Car,Rejected
45,Female,24,Master,Widowed,785,7,Unemployed,5,Rent,Personal,Rejected
61,Female,142,Bachelor,Widowed,630,45,Employed,4,Mortgage,Car,Rejected
37,Male,144,Master,Married,669,17,Self-Employed,3,Own,Business,Rejected
41,Male,131,Master,Widowed,741,33,Employed,0,Rent,Home,Approved
67,Male,35,Master,Married,419,2,Unemployed,0,Mortgage,Car,Approved
66,Female,100,High School,Divorced,598,38,Self-Employed,5,Mortgage,Business,Rejected
68,Female,110,Master,Married,442,44,Unemployed,5,Mortgage,Personal,Rejected
49,Male,91,Bachelor,Widowed,392,13,Self-Employed,2,Own,Business,Approved
58,Male,115,PhD,Single,596,32,Self-Employed,0,Own,Home,Rejected
53,Female,130,Bachelor,Divorced,746,22,Retired,4,Mortgage,Business,Approved
70,Male,101,PhD,Widowed,779,9,Self-Employed,3,Own,Personal,Approved
51,Male,57,High School,Widowed,557,17,Employed,0,Own,Personal,Approved
53,Male,73,High School,Widowed,821,18,Unemployed,0,Mortgage,Car,Approved
19,Female,95,Bachelor,Divorced,674,40,Unemployed,1,Mortgage,Personal,Approved
32,Male,34,High School,Single,726,40,Unemployed,0,Rent,Education,Rejected
51,Male,135,PhD,Single,400,27,Self-Employed,0,Mortgage,Personal,Approved
53,Male,28,High School,Single,543,11,Employed,4,Rent,Home,Rejected
23,Male,27,Master,Widowed,322,28,Retired,0,Rent,Personal,Rejected
56,Female,129,Master,Married,653,8,Retired,1,Mortgage,Car,Rejected
59,Female,70,High School,Widowed,765,50,Employed,1,Own,Personal,Rejected
68,Female,50,Bachelor,Single,524,18,Employed,5,Rent,Business,Rejected
